['07/16/19 18:58:26', 3482.2132630348206, 10.437, 50.7866]
['07/16/19 18:58:36', 3492.213392019272, 10.375, 50.675]
['07/16/19 18:58:46', 3502.213382959366, 10.312, 50.5616]
['07/16/19 18:58:56', 3512.214292049408, 10.187, 50.45]
['07/16/19 18:59:06', 3522.213346004486, 10.125, 50.225]
['07/16/19 18:59:16', 3532.2133469581604, 10.062, 50.111599999999996]
['07/16/19 18:59:26', 3542.213273048401, 10.0, 50.0]
['07/16/19 18:59:36', 3552.2143750190735, 9.937, 49.8866]
['07/16/19 18:59:46', 3562.213357925415, 9.812, 49.775000000000006]
['07/16/19 18:59:56', 3572.2132580280304, 9.75, 49.55]
['07/16/19 19:00:06', 3582.2134261131287, 9.687, 49.4366]
['07/16/19 19:00:16', 3592.2133510112762, 9.625, 49.325]
['07/16/19 19:00:26', 3602.2134580612183, 9.562, 49.211600000000004]
['07/16/19 19:00:36', 3612.213422060013, 9.437, 49.1]
['07/16/19 19:00:46', 3622.2133769989014, 9.375, 48.875]
['07/16/19 19:00:56', 3632.2143449783325, 9.312, 48.7616]
['07/16/19 19:01:06', 3642.213371992111, 9.25, 48.650000000000006]
['07/16/19 19:01:16', 3652.2134549617767, 9.187, 48.5366]
['07/16/19 19:01:26', 3662.213390111923, 9.125, 48.425]
['07/16/19 19:01:36', 3672.214376926422, 9.062, 48.3116]
['07/16/19 19:01:46', 3682.213333129883, 9.0, 48.2]
['07/16/19 19:01:56', 3692.213292121887, 8.875, 48.086600000000004]
['07/16/19 19:02:06', 3702.2143909931183, 8.812, 47.975]
['07/16/19 19:02:16', 3712.2132580280304, 8.75, 47.75]
['07/16/19 19:02:26', 3722.2132930755615, 8.687, 47.75]
['07/16/19 19:02:36', 3732.2135009765625, 8.625, 47.525]
['07/16/19 19:02:46', 3742.2133231163025, 8.562, 47.4116]
['07/16/19 19:02:56', 3752.2136800289154, 8.5, 47.3]
['07/16/19 19:03:06', 3762.2148530483246, 8.437, 47.1866]
['07/16/19 19:03:16', 3772.2132971286774, 8.375, 47.075]
['07/16/19 19:03:26', 3782.2942991256714, 8.312, 46.9616]
['07/16/19 19:03:36', 3792.2933700084686, 8.25, 46.85]
['07/16/19 19:03:46', 3802.2934069633484, 8.125, 46.736599999999996]
['07/16/19 19:03:56', 3812.2943120002747, 8.125, 46.625]
['07/16/19 19:04:06', 3822.2933700084686, 8.062, 46.5116]
['07/16/19 19:04:16', 3832.2932720184326, 8.0, 46.4]
['07/16/19 19:04:26', 3842.293286085129, 7.937, 46.175]
['07/16/19 19:04:36', 3852.29438495636, 7.812, 46.175]
['07/16/19 19:04:46', 3862.293277025223, 7.75, 45.95]
['07/16/19 19:04:56', 3872.293308019638, 7.687, 45.836600000000004]
['07/16/19 19:05:06', 3882.2934811115265, 7.625, 45.725]
['07/16/19 19:05:16', 3892.2933280467987, 7.562, 45.6116]
['07/16/19 19:05:26', 3902.293438911438, 7.5, 45.5]
['07/16/19 19:05:36', 3912.294387102127, 7.437, 45.3866]
['07/16/19 19:05:46', 3922.2932679653168, 7.375, 45.275]
['07/16/19 19:05:56', 3932.2932970523834, 7.312, 45.1616]
['07/16/19 19:06:06', 3942.293359041214, 7.25, 45.05]
['07/16/19 19:06:16', 3952.2932760715485, 7.187, 44.9366]
['07/16/19 19:06:26', 3962.2932679653168, 7.125, 44.825]
['07/16/19 19:06:36', 3972.293359041214, 7.062, 44.711600000000004]
['07/16/19 19:06:46', 3982.2932980060577, 7.0, 44.6]
